"","gene_id","prot_id","entrez_id","logFC","logCPM","LR","PValue","FDR"
"70134","2210011C24Rik","NP_001278221.1",70134,-0.700841670116576,3.23985951000295,5.846193249409,0.0156107845476396,0.146388676130472
"105247050","Gm42226","XP_011248102.1",105247050,0.6559999812584,1.11082375312258,5.84607227850434,0.0156118577584967,0.146388676130472
"242570","Raver2","NP_898845.1",242570,0.43254981754221,3.14779073109561,5.84603236704541,0.0156122118554482,0.146388676130472
"18685","Phtf1","NP_001156939.1",18685,0.322234875950681,4.00202964826006,5.84562914767658,0.015615789706967,0.146388676130472
"70701","Nipal1","NP_001074674.1",70701,0.837269508536556,1.25107924687813,5.84309666231231,0.0156382803143281,0.146499238840655
"13367","Diaph1","NP_031884.1",13367,-0.258340377917756,6.31312584085661,5.84154358018894,0.015652089502012,0.146528378550619
"67876","Coq10b","NP_001034799.1",67876,-0.329509513194168,5.16702368696829,5.83899846212002,0.0156747465227759,0.146547910376989
"269037","Ctif","NP_958742.2",269037,-0.68795593376682,1.70626808366092,5.83890535846278,0.0156755759858564,0.146547910376989
"21338","Tacr3","NP_067357.1",21338,1.25993062542077,-1.10232438064426,5.83702329255305,0.0156923530649743,0.146560209274156
"52377","Rcn3","NP_080831.2",52377,0.552292599399092,2.30364155570615,5.83635739319287,0.0156982934437198,0.146560209274156
"97243","Naa11","NP_001028363.1",97243,0.434597301754536,6.54003653219917,5.83041887781865,0.0157513725501758,0.146955584773302
"69257","Elf2","NP_001277988.1",69257,-0.253905633631217,3.91820921537111,5.82878010313254,0.0157660526336668,0.146992414479714
"142688","Asb13","NP_840068.1",142688,0.481524133370512,5.68902451175228,5.82727021481206,0.0157795906369121,0.147018553308264
"14235","Foxm1","NP_032047.4",14235,1.88014491052188,-2.29125188839527,5.82501102404111,0.0157998694327069,0.147085713755761
"12831","Col5a1","XP_006497707.1",12831,0.789488971145237,1.20135380912722,5.82407517009312,0.0158082776466472,0.147085713755761
"218699","Pxk","XP_017171438.1",218699,-0.293127338614789,6.09738288798665,5.81843450806531,0.0158590541297839,0.147457980557719
"67767","Jagn1","NP_001191954.1",67767,-0.384078868600784,5.13230471718844,5.80902073219475,0.0159441703327754,0.148148817420415
"65113","Ndfip1","XP_006526212.1",65113,-0.334839663257891,8.21468319879761,5.80732743056005,0.0159595304886553,0.148191003100083
"13830","Stom","NP_038543.1",13830,-0.42633674932523,3.56825696598407,5.80609157960924,0.0159707506776876,0.148194677514427
"71519","Cyp2u1","NP_082092.2",71519,0.342804991654651,5.66949101131544,5.80413318578323,0.0159885474264206,0.148194677514427
"320844","Amigo3","NP_796249.1",320844,0.857457646067373,-0.879012480987469,5.80371095707826,0.0159923870740598,0.148194677514427
"19212","Pter","XP_006497464.1",19212,0.57898068388184,7.19979733482778,5.7941036597024,0.0160800108758613,0.148835315214908
"68499","Mrpl53","NP_081020.1",68499,-0.354869028421524,4.86362796689513,5.79374895413264,0.0160832554408633,0.148835315214908
"56698","Phax","NP_001156461.1",56698,0.337520819978765,5.8920506685953,5.79026747382274,0.0161151370989577,0.148867550810057
"54197","Rnf5","NP_062276.1",54197,-0.34730773827002,5.6448428180637,5.78705820298583,0.016144583702607,0.148867550810057
"12780","Abcc2","NP_038834.2",12780,0.586694645149456,6.93686586575472,5.78697824322948,0.0161453180795999,0.148867550810057
"100041953","Sap18b","NP_001135913.1",100041953,0.457477404121426,5.3673996090753,5.78689602545972,0.0161460732308458,0.148867550810057
"242553","Kank4","NP_766460.2",242553,0.746490053636487,-0.472747793943594,5.78653015941526,0.0161494340675716,0.148867550810057
"52250","Reep1","NP_848723.1",52250,1.36117668125121,1.24013448177986,5.78556963415154,0.0161582608618659,0.148867550810057
"103743","Tmem98","NP_083813.1",103743,0.477924662188413,3.46032414838116,5.78507320509959,0.0161628247703384,0.148867550810057
"53970","Rfx5","XP_017175141.1",53970,0.302217385458018,3.72594680449329,5.78195640520145,0.0161915093731794,0.148939647535231
"14009","Etv1","XP_006515030.1",14009,0.508163224565109,3.73315507346568,5.78185952656543,0.0161924018092844,0.148939647535231
"215456","Gpat2","XP_006499197.1",215456,-0.77034046297535,1.17191206406083,5.77762746112796,0.0162314366957865,0.149101339057319
"218629","Dhx29","NP_766182.2",218629,0.269877022546338,4.48862140023513,5.77759315220847,0.0162317535436961,0.149101339057319
"320709","Tmem117","NP_848904.1",320709,0.354323859083311,4.81371001096323,5.77032607180819,0.0162990100190779,0.149618794384243
"226565","Fmo6","XP_006496841.1",226565,0.695633587461624,-0.035809426964378,5.76527918153215,0.0163458877381754,0.149898109003023
"211770","Trib1","NP_653132.1",211770,0.555772771239498,2.97267216666351,5.76469455091343,0.0163513270188754,0.149898109003023
"74137","Nuak2","NP_001181954.1",74137,-0.478086892636681,6.1071219954976,5.76268922503297,0.0163699983328193,0.149968894425614
"665119","Sec14l5","XP_006522529.1",665119,-0.438712583467416,5.68932958709077,5.75586090738068,0.0164337408902922,0.150452216065135
"241950","Bbs12","XP_017175062.1",241950,0.531569359135039,0.781658952823365,5.74739000131045,0.0165131728910659,0.15107843414565
"64899","Lpin3","NP_075021.1",64899,-0.438242271217202,3.65635184446648,5.74043913280948,0.0165786471009814,0.151482754781079
"53319","Nxf1","NP_058093.2",53319,0.252309155522685,6.46937841938533,5.74035018659045,0.0165794866688695,0.151482754781079
"76917","Flywch2","XP_017173210.1",76917,0.674677881445942,0.772029552830878,5.73253442419809,0.0166534315094724,0.152056931969156
"68038","Chid1","NP_080798.2",68038,0.388719215344298,5.32365930093507,5.72727044885256,0.0167034255196494,0.152244407024699
"100042503","Gm3873","XP_001478493.1",100042503,-0.851343319273653,2.35146790927497,5.72698497279519,0.0167061412168321,0.152244407024699
"54140","Avpr1a","NP_058543.2",54140,-0.524559416859586,3.64477717373371,5.72686192468002,0.0167073118982274,0.152244407024699
"16950","Loxl3","NP_038614.2",16950,0.91858267849645,-1.25690334966346,5.72155239298323,0.016757907527878,0.152416108179572
"629499","Mroh8","XP_017174648.1",629499,0.894081645354871,-0.109239101500805,5.72132549304217,0.016760073222084,0.152416108179572
"56360","Acot9","NP_001300647.1",56360,0.278230687394156,5.18228783653599,5.72059651535773,0.0167670330565714,0.152416108179572
"19652","Rbm3","NP_058089.2",19652,-0.439796374963557,5.46962127440186,5.71676642150565,0.0168036494631092,0.152416108179572
"18984","Por","XP_006504462.1",18984,-0.347847844742593,6.94800024235058,5.71573082605181,0.0168135641050793,0.152416108179572
"210529","Mettl14","NP_964000.2",210529,0.258801584401867,4.29468928914049,5.71526902637014,0.0168179872538309,0.152416108179572
"434264","Sult2a5","NP_001171909.1",434264,-0.919479787767036,3.06408926486361,5.71517940669047,0.0168188457762617,0.152416108179572
"16728","L1cam","NP_032504.3",16728,0.674427146845711,6.18271214295605,5.71469767895176,0.0168234613192769,0.152416108179572
"100862468","LOC100862468","XP_003689233.1",100862468,-0.315346275914869,4.92874506324073,5.7114123158574,0.0168549739875642,0.152416108179572
"71177","Asun","NP_620096.2",71177,0.25727891856304,4.29682302598995,5.71080375706926,0.0168608178645562,0.152416108179572
"67120","Ttc14","XP_006535587.1",67120,0.401680564534398,4.43692523229848,5.70987092896588,0.0168697796968294,0.152416108179572
"15200","Hbegf","NP_034545.1",15200,0.478104722225652,2.0398334145407,5.70983967980997,0.0168700799976228,0.152416108179572
"72672","Zfp518a","XP_011245661.1",72672,0.404106294887646,4.47258435710416,5.7097621516191,0.0168708250584281,0.152416108179572
"218103","Slc17a2","XP_006516717.1",218103,0.757157747214234,0.707921187954343,5.70389004282067,0.0169273559094645,0.152815001082723
"56277","Tmem45a","NP_062605.2",56277,0.830314989658759,-1.05074409937536,5.70262639158507,0.016939546619429,0.152815001082723
"22378","Wbp2","XP_006533230.1",22378,-0.319966542125119,6.92549984246188,5.70095290513026,0.0169557050359692,0.152815001082723
"104816","Aspg","XP_006539619.1",104816,0.548558963804862,4.6015470124914,5.70054885248342,0.0169596087650218,0.152815001082723
"72465","Zfp131","XP_006517832.1",72465,-0.286628437965469,4.62931938124306,5.69767481901642,0.0169874028217815,0.152907910589751
"50789","Fbxl3","NP_056637.1",50789,-0.262835867457833,6.01993848595193,5.69717421652871,0.0169922488257594,0.152907910589751
"74013","Rftn2","XP_011236913.1",74013,0.800540003146117,0.996440853924802,5.69599340188462,0.0170036851669298,0.152910355906941
"68926","Ubap2","XP_006538287.1",68926,0.238079711819691,5.91533351908915,5.69036089702614,0.0170583460682986,0.153301251805392
"75425","Tti1","XP_006500395.1",75425,0.265688993234253,3.95864148703484,5.68912491066718,0.0170703649886943,0.153306998126788
"17874","Myd88","NP_034981.1",17874,-0.338133170455489,4.2798200524741,5.6871894905902,0.017089202863002,0.153306998126788
"69554","Klhdc2","NP_081393.2",69554,-0.260068617292102,5.80141707667798,5.6868441739238,0.0170925661608941,0.153306998126788
"13627","Eef1a1","NP_034236.2",13627,0.69421247407492,7.47528110013321,5.68245339760394,0.0171353908172421,0.153510542168732
"11750","Anxa7","NP_001104264.1",11750,-0.24765455189237,6.92023298533022,5.68194664413249,0.017140340467174,0.153510542168732
"16147","Ihh","NP_034674.2",16147,-0.545510030353187,4.73301675595658,5.68107219151289,0.0171488850407535,0.153510542168732
"76980","Ube2ql1","NP_001138634.1",76980,-0.714390556856124,3.37128276233316,5.67926602382154,0.0171665476342536,0.153568279816288
"102182","Prmt9","XP_006530610.1",102182,-0.271134950426044,6.43823086354518,5.66197255908931,0.0173366144011734,0.154838122283594
"72999","Insig2","NP_835183.1",72999,-0.273759711609852,5.85731313493134,5.66160048281232,0.0173402925049682,0.154838122283594
"59001","Pole3","NP_067473.2",59001,-0.231756917789717,5.45799476379335,5.66133520823729,0.0173429153283633,0.154838122283594
"77889","Lbh","NP_084275.3",77889,0.546863641619946,0.730700778484965,5.66024308278821,0.0173537177062877,0.154838122283594
"18029","Nfic","XP_006513398.1",18029,0.348850280917741,4.78643104986997,5.65744383957241,0.0173814371599772,0.154915140736199
"117600","Srgap1","NP_001229340.1",117600,0.541494225992044,1.88695048988174,5.65708724401433,0.0173849716202934,0.154915140736199
"68828","Sync","XP_006503437.1",68828,1.75060587624852,-2.02170576140857,5.65425757165407,0.0174130447278046,0.15506440870742
"13118","Cyp4a12b","NP_758510.2",13118,-0.694745820449261,8.95794442757287,5.64997884612422,0.0174555827331482,0.155342209950096
"102638847","Gm35315","XP_017176720.1",102638847,0.436936805918556,2.41394770305253,5.64206675117172,0.0175345255065232,0.155818085839171
"67883","Uxs1","XP_006496290.1",67883,-0.255387855228775,4.82990976325661,5.64178002359938,0.0175373932337163,0.155818085839171
"14991","H2-M3","NP_038847.1",14991,0.687157338578728,0.90441890065384,5.64120089153887,0.0175431869424651,0.155818085839171
"57837","Eral1","NP_071708.2",57837,0.406355800923953,3.03647390029134,5.63893263050721,0.0175658979328271,0.155918689622813
"78473","Skap1","XP_006534571.1",78473,0.968345571949574,-0.253747539298314,5.63733164906611,0.0175819460437248,0.155960060242782
"230657","Tmem69","NP_808338.2",230657,0.322068800089837,3.90676768275179,5.63513457561127,0.0176039939691454,0.156054564013861
"28028","Mrpl50","NP_848718.1",28028,-0.493038462623996,5.79146316785558,5.63063591768362,0.0176492276810756,0.156354348201819
"11629","Aif1","XP_006523567.1",11629,1.18500835602286,-1.04213233050287,5.6277458647333,0.0176783502486369,0.156511108600731
"69553","Fam65c","XP_006500202.1",69553,0.506291332686748,3.38508471638381,5.62141850174161,0.0177422833014456,0.156975653809173
"100151772","Srsx","XP_011246026.1",100151772,1.01007719590386,0.845066046692208,5.61910392370446,0.0177657298792162,0.157081624548577
"232714","Mgam","NP_001164474.1",232714,0.646491540843955,5.64616243244701,5.61600736891177,0.0177971478764297,0.157147924382611
"55992","Trim3","NP_001272802.1",55992,-0.339311427260429,5.41733264577739,5.61530580911945,0.0178042739475854,0.157147924382611
"229543","Ints3","NP_849207.2",229543,0.225111220610687,5.11566778128324,5.61497350837124,0.0178076503097118,0.157147924382611
"75604","Tm4sf5","NP_083636.2",75604,0.93432467767684,1.01292287482867,5.61235532998633,0.0178342756017524,0.157208497674222
"16687","Krt6a","NP_032502.3",16687,1.11399986637472,-1.32042843154654,5.61204136564979,0.0178374711876271,0.157208497674222
"217364","Engase","XP_006533193.1",217364,0.374188947314717,2.87266124460949,5.60996067848196,0.0178586637425909,0.157259205779044
"433940","Fam222a","NP_001004180.1",433940,-0.455984479701478,3.45684255230032,5.60922246365855,0.0178661889743131,0.157259205779044
"226359","C1ql2","NP_997116.1",226359,2.25334015721935,-1.58534112628798,5.60669746826586,0.0178919530882702,0.157333797444251
"245038","Dclk3","NP_766516.2",245038,-0.390062933398907,4.0706418232179,5.60614078211952,0.0178976384651098,0.157333797444251
"107934","Celsr3","NP_001289731.1",107934,0.566334978639086,5.53547141511534,5.60311936008446,0.0179285284776892,0.157504250179879
"666938","Bend4","NP_001158278.1",666938,0.469702206060271,1.9697209154042,5.59641204290637,0.017997298728027,0.158007053448114
"170767","Rfxap","NP_573494.1",170767,-0.392625698807006,2.90582626686211,5.59511824145862,0.0180105954016461,0.15802249495256
"217371","Rab40b","NP_631886.2",217371,0.442522714380805,5.55253805300336,5.59265314398711,0.0180359578142684,0.158040708255298
"234311","Ddx60","XP_017168187.1",234311,0.869111731054044,-0.147406713399511,5.59264178138058,0.01803607480497,0.158040708255298
"330301","Zfp786","XP_006506352.1",330301,0.442362711330041,1.29510155009154,5.5906547157842,0.018056545914622,0.158040708255298
"14747","Cmklr1","NP_032179.1",14747,-0.828501018138048,0.225487587671292,5.59043334418747,0.0180588280096043,0.158040708255298
"15354","Hmgb3","NP_001280552.1",15354,0.379172806941892,3.96355699365974,5.5866183540304,0.0180982031379298,0.158284157201205
"59038","Pxmp4","XP_017174644.1",59038,-0.459853442021084,4.36281198319093,5.58330652329776,0.0181324569536698,0.158482533782681
"63856","Taf8","XP_006524830.1",63856,-0.263736611346515,4.56931910962648,5.5731271174024,0.0182381608734224,0.159304752118873
"114716","Spred2","NP_277058.1",114716,-0.345749155022419,4.44912541489965,5.55906269793424,0.0183852551327737,0.160487223899597
"28105","Trim36","NP_849203.2",28105,0.962849679428692,1.30640919109352,5.55666467101673,0.018410457158313,0.160594300634532
"74637","Shpk","XP_006534443.1",74637,-0.470590553301229,5.23740866830729,5.55489883161572,0.0184290380273469,0.160594300634532
"229658","Vangl1","XP_006501458.1",229658,0.514126892390901,3.49241162097077,5.55455116066378,0.0184326986417555,0.160594300634532
"105243","Slc9a3","XP_006517084.1",105243,-0.76396454568762,6.43185871703247,5.54111950972752,0.0185746964807397,0.161728571519524
"70686","Dusp16","NP_001041519.1",70686,0.545654150644534,4.27053531459732,5.53680045653405,0.0186205966989236,0.162001799809978
"102639700","LOC102639700","XP_017170802.1",102639700,0.373053537320165,2.51096709540243,5.53565125554378,0.0186328294178371,0.162001799809978
"327959","Xaf1","XP_006533632.1",327959,1.0284311544236,-1.12163520740698,5.53483132810102,0.0186415622444893,0.162001799809978
"12813","Col10a1","NP_034055.1",12813,0.782098075859382,-0.0435627427471119,5.52949151203556,0.0186985387147751,0.162364477523046
"73666","Thoc3","NP_082873.2",73666,-0.314778291785253,4.06666969308491,5.52725249383647,0.0187224828063981,0.162364477523046
"56417","Adar","NP_001033676.2",56417,0.431370106481123,4.56480114312193,5.5261561099545,0.0187342191012262,0.162364477523046
"94179","Krt23","NP_203537.1",94179,0.628135301123673,2.95754090692802,5.5255171025692,0.0187410628924654,0.162364477523046
"65106","Arl6ip5","NP_075368.1",65106,-0.281922627124206,5.80323181485507,5.52537641409316,0.0187425700178107,0.162364477523046
"64580","Ndst4","XP_006501923.1",64580,1.16520326545037,-1.26517781453514,5.52385212727328,0.0187589069704083,0.162403280573143
"330267","Thsd7a","NP_001158277.1",330267,0.822672751924908,1.00028534528546,5.51989848812066,0.0188013497591947,0.162667900380247
"50927","Nasp","NP_058057.3",50927,0.295657380317679,5.05471509575472,5.51766086260704,0.0188254148883117,0.162773284286816
"56358","Copz2","NP_063930.1",56358,0.623174664108908,2.58945995397833,5.5136036760595,0.0188691301588244,0.163048332274611
"55951","Mpc1","NP_061289.1",55951,-0.324193518775575,8.20644069917565,5.51123022182151,0.0188947522047061,0.163166788269643
"108169093","LOC108169093","XP_017176742.1",108169093,-0.773583897524559,6.64378734028745,5.51008829219536,0.0189070924326646,0.163170471302945
"20682","Sox9","NP_035578.3",20682,-1.00208204169766,0.271280358024719,5.50496578242722,0.0189625512258774,0.16354603374661
"14084","Faf1","NP_032009.2",14084,-0.241650541475845,6.15867931774868,5.50170589425963,0.0189979318619415,0.163748064682914
"17183","Matn4","NP_001239492.1",17183,1.74430510440629,-2.11398406514652,5.49649539197819,0.0190546248659214,0.16413342274444
"68777","Tmem53","NP_001272741.1",68777,-0.438864503158376,3.25365963713127,5.49280616644408,0.0190948712676017,0.164376717084269
"68897","Disp1","NP_001265147.1",68897,0.336229685682952,2.89565953586365,5.48594407178486,0.0191699648746742,0.164919496811267
"433904","Ociad2","NP_001297565.1",433904,0.420775620845241,4.2101920397494,5.48361103653346,0.0191955653235553,0.165036071984565
"231861","Tnrc18","XP_006504751.1",231861,0.320560812561285,5.79339999792405,5.47547517119148,0.0192851171434073,0.165701985192036
"20556","Slfn2","NP_035538.1",20556,0.954876486170646,-0.569731908730816,5.47057432472657,0.0193392692545498,0.166063091981388
"102570","Slc22a13","XP_006511980.1",102570,0.562062952803743,6.92249936783177,5.46516058531172,0.0193992713319498,0.166473947470166
"67698","Fam174a","NP_080597.2",67698,-0.293035321115982,4.49124686459057,5.45901334872222,0.0194676363329816,0.166956009528188
"246696","Slc25a28","NP_660138.1",246696,-0.335341610758937,5.22971393543833,5.45712874800361,0.0194886453039236,0.166961966535455
"140484","Pofut1","NP_536711.3",140484,0.286395562862882,4.61835992163499,5.45676418324781,0.0194927120685013,0.166961966535455
"72401","Slc43a1","XP_017174762.1",72401,-0.644097714546296,1.1612318301451,5.45285717779595,0.0195363503112789,0.167199030872795
"22121","Rpl13a","NP_033464.2",22121,0.488995575489757,7.88685841303688,5.45210126415261,0.0195448049377443,0.167199030872795
"72027","Slc39a4","XP_006521490.1",72027,1.66868620465924,-2.04446895534639,5.43672437950229,0.0197176134957659,0.1684919952659
"64706","Scube1","XP_006521305.1",64706,0.498519673633518,3.22064514338545,5.43625932965445,0.0197228643625029,0.1684919952659
"11459","Acta1","NP_033736.1",11459,1.63687228964356,-1.51585967302165,5.43304079439913,0.0197592444170881,0.1684919952659
"22688","Zfp26","NP_035883.2",22688,0.292607213916518,4.85609912040943,5.43222064032588,0.0197685259487944,0.1684919952659
"26895","Cops7b","XP_006529688.1",26895,0.492367327782725,0.929833914796641,5.43220310468593,0.0197687244455968,0.1684919952659
"14131","Fcgr3","NP_034318.2",14131,0.6127336471277,0.855346115438662,5.43211160236844,0.0197697602506061,0.1684919952659
"16785","Rpsa","NP_035159.3",16785,0.459766380297007,8.565065481397,5.42513858292255,0.019848860049554,0.169032796022177
"20446","St6galnac2","NP_033206.2",20446,-0.483402469635447,6.8109662645093,5.42434368892445,0.0198578978387619,0.169032796022177
"71163","Zfp626","XP_017167793.1",71163,1.4589670160308,-1.78536770513884,5.42221178960175,0.0198821581331503,0.16913088855823
"55983","Pdzrn3","NP_061372.2",55983,0.382120781222066,4.31585276863388,5.42116165645152,0.0198941195580687,0.16913088855823
"15122","Hba-a1","NP_032244.2",15122,0.96783093120755,6.73883553731533,5.41918077755587,0.0199167028000936,0.169217842152657
"227333","Dgkd","XP_006529535.1",227333,-0.536907934913398,3.5049631497216,5.41739564629317,0.0199370771075557,0.169285931844441
"74023","Rd3","XP_006497269.1",74023,1.84109921621687,-2.38523874807715,5.41208806579997,0.0199977817226493,0.169696170057872
"68597","Ccdc167","NP_001157213.1",68597,0.472475225492005,3.62107282724256,5.40854908717824,0.020038364420778,0.169935256412988
"12340","Capza1","NP_033927.2",12340,0.506827388313974,3.93263219672219,5.40341819344834,0.0200973534793631,0.170259403297364
"16682","Krt4","NP_032501.2",16682,1.24410536576604,-1.79733810521808,5.40128235302341,0.0201219618054059,0.170259403297364
"26379","Esrra","XP_006527173.1",26379,-0.285938871076711,5.35677634600861,5.40029411415343,0.0201333584542222,0.170259403297364
"108161","Fam50b","XP_006516589.1",108161,1.69070403525828,-2.30637827702204,5.40012573442743,0.020135300922153,0.170259403297364
"30938","Fgd3","NP_056574.2",30938,0.534665629343027,3.94840832509847,5.39982734637007,0.0201387436727315,0.170259403297364
"19057","Ppp3cc","XP_017171413.1",19057,-0.425281377024614,4.14692392023134,5.39074897515257,0.0202437799429219,0.17104183226296
"246738","Dnajc28","NP_619605.2",246738,-0.280271622924367,4.76073225207187,5.38733076845002,0.0202834751093592,0.171221043830068
"19885","Rorc","XP_006501227.1",19885,-0.535020786094854,5.84692277843403,5.38677010228459,0.0202899937307389,0.171221043830068
"109754","Cyb5r3","XP_006520345.2",109754,0.318874534194889,6.6147128245196,5.38348201333986,0.0203282665533311,0.171438385907896
"229900","Gbp7","NP_663520.2",229900,1.09502453238702,-1.45226884631286,5.37451805087595,0.0204329853979617,0.172215488006452
"67974","Ccny","NP_080760.2",67974,-0.255430519313091,6.0677767595118,5.36819976626907,0.0205071320701195,0.172709390093191
"52118","Pvr","NP_081790.1",52118,-0.424135147622085,2.88011338326094,5.36700058562214,0.0205212361590762,0.172709390093191
"56275","Rbm14","NP_063922.2",56275,0.271629927613995,4.78255359263618,5.36630546222971,0.0205294164041848,0.172709390093191
"56249","Actr8","XP_006519372.2",56249,-0.225243372430596,4.3837899449261,5.36115522013954,0.0205901298908273,0.173113823808945
"100502941","Gm17353","XP_017171151.1",100502941,0.746336958798037,0.00762041401985771,5.35904905827728,0.0206150118123751,0.173216688209993
"209462","Hace1","XP_006512700.1",209462,-0.370254326256379,3.61409922086179,5.35597275975388,0.0206514107209802,0.173416138095981
"76561","Snx7","NP_001177085.1",76561,0.339064056342001,4.47579182484457,5.3525654456503,0.020691803846024,0.173648863648986
"142687","Asb14","XP_006518618.1",142687,0.520769648178997,1.67832507798989,5.34697850113531,0.0207582131263125,0.173921633068199
"19053","Ppp2cb","NP_059070.1",19053,-0.304158691334592,6.53560413288221,5.34638620751168,0.0207652663492661,0.173921633068199
"13990","Smarcad1","XP_006505572.1",13990,0.320628904013992,4.6412887076765,5.34614197257474,0.0207681754995299,0.173921633068199
"100129","Gpr153","XP_011248471.1",100129,1.17861086339287,-1.24309562587453,5.34556063971838,0.0207751016135787,0.173921633068199
"19011","Endou","XP_006520681.1",19011,-0.857733548718448,-1.17335682145512,5.33883245209157,0.0208554367047936,0.174371109158609
"22283","Ush2a","NP_067383.3",22283,0.828071963677531,-0.0664108567816119,5.33848787763922,0.0208595595941282,0.174371109158609
"12865","Cox7a1","NP_034074.1",12865,0.813397816561477,3.63404391498787,5.33640900576444,0.0208844515354851,0.174371109158609
"13056","Cyb561","XP_006532196.1",13056,0.309919252307371,4.56176811769371,5.33571399966366,0.0208927802358821,0.174371109158609
"16647","Kpna2","NP_034785.1",16647,0.302583027396108,4.58976654478159,5.33491775422152,0.0209023263767489,0.174371109158609
"21664","Phlda1","NP_033370.2",21664,-0.37345352154415,3.52931398275874,5.33467970886809,0.0209051811651895,0.174371109158609
"68724","Arl8a","NP_081099.1",68724,-0.450427662145775,4.46258093406768,5.33049598447356,0.0209554209190647,0.174683776571826
"67006","Cisd2","NP_080178.1",67006,-0.519353223200714,4.59369484975933,5.32730364844088,0.020993839742783,0.174866641445622
"235406","Snx33","XP_006511154.1",235406,-0.401350467852612,4.57245969964409,5.32655225017222,0.0210028931934907,0.174866641445622
"606496","Gsk3a","XP_006540321.1",606496,-0.289546605094498,6.31096135825837,5.32514394878703,0.0210198724268501,0.174901684543219
"668173","Pex10","NP_001035866.1",668173,0.275343367238534,4.61709926167428,5.3231439024739,0.021044010471568,0.174996215797569
"12817","Col13a1","NP_001291686.1",12817,-0.54326490266588,0.774157469276471,5.32188385504513,0.0210592323890728,0.175016533252877
"106489","Sft2d1","NP_598875.2",106489,-0.319584239090767,4.72916689393787,5.31338414067408,0.021162210781938,0.175765699738886
"108707","Fam207a","NP_598759.1",108707,-0.345150164979553,4.48831985740367,5.31073314458275,0.0211944354826079,0.175926659618059
"74091","Npl","NP_083025.1",74091,0.494399581877823,6.32568397805963,5.30340578301339,0.0212837691515415,0.176561176438227
"230514","Leprot","NP_778201.1",230514,0.297853232661476,3.49415240502127,5.29973785255824,0.0213286341060234,0.176826254670761
"17901","Myl1","XP_006495826.1",17901,1.82117718634513,-1.2916025215727,5.29612169262742,0.0213729616686265,0.176961378751291
"54352","Irx5","NP_061296.1",54352,-0.456452166449866,2.9930621669199,5.29304758635936,0.0214107196364137,0.176961378751291
"209200","Dtx3l","NP_001013389.2",209200,0.695750084039335,2.87046269740225,5.2930133938038,0.0214111399974577,0.176961378751291
"69019","Spcs1","NP_081187.2",69019,-0.356356884887214,6.07979807640393,5.29215428352508,0.0214217046479674,0.176961378751291
"212483","Fam193b","NP_663357.2",212483,0.338936890357436,5.61899518342785,5.29173705380396,0.0214268373519144,0.176961378751291
"71946","Endod1","NP_082289.2",71946,0.391273903528427,5.81582977019963,5.2905967807942,0.0214408713331225,0.176961378751291
"241296","Lrrc8a","NP_808393.1",241296,0.798498576288549,4.60405153201772,5.29051712258894,0.0214418520870165,0.176961378751291
"57816","Tesc","NP_067319.2",57816,-0.444585721530299,6.15039760122334,5.28999367439624,0.021448297950288,0.176961378751291
"13867","Erbb3","NP_034283.1",13867,-0.478792702869949,6.56699791038419,5.28878195118689,0.0214632270915403,0.176977939943248
"75099","Lysmd4","NP_780424.1",75099,0.234882573910758,4.4022222680855,5.28500397112947,0.0215098431279477,0.177255602575434
"11549","Adra1a","XP_017171289.1",11549,-0.779119009100822,-0.506498511128106,5.28307126367268,0.0215337310884954,0.17734574924115
"52570","Ccdc69","XP_011247427.1",52570,0.850802935207634,0.0777905918702936,5.27680864664236,0.021611324938103,0.177546201616048
"13177","Eci1","NP_034153.2",13177,-0.576599117456979,6.50368476909839,5.27653970529856,0.0216146635986034,0.177546201616048
"105835","Sgsm3","NP_598852.3",105835,-0.362959627940599,4.70889305530065,5.27516730820479,0.0216317089701222,0.177546201616048
"67017","Fam210b","XP_006500122.1",67017,0.598907511723669,1.97199697873168,5.2750365174341,0.0216333341368091,0.177546201616048
"239845","Gpr156","XP_011244196.1",239845,-0.597193721017948,1.44788219202698,5.27484866380512,0.0216356685705779,0.177546201616048
"108167362","LOC108167362","XP_017170775.1",108167362,1.19171739172336,-1.58652706500067,5.27467273433713,0.0216378550608127,0.177546201616048
"18328","Olfr3","NP_996786.1",18328,1.49839637244947,-2.12565284970795,5.27379123207501,0.0216488140113026,0.177546201616048
"98365","Slamf9","XP_017168527.1",98365,1.4334668686847,-2.00141486313371,5.26772602533863,0.0217243734397023,0.178059257109613
"20469","Sipa1","NP_001157954.1",20469,0.482186388119425,3.33125030313369,5.26472848096672,0.021761817180526,0.17825947853139
"238377","Gpr68","NP_001171144.1",238377,-0.850812543203246,1.10003106864215,5.25766274545782,0.0218503433030381,0.178877646071972
"14281","Fos","NP_034364.1",14281,-0.857557904523011,2.32911418870759,5.25440563430551,0.0218912769371599,0.179105692312629
"18770","Pklr","XP_006501198.1",18770,-0.737123977240564,4.29080446810153,5.25285888429916,0.0219107434707425,0.179157935865845
"213027","Evi5l","XP_006508812.1",213027,-0.324019622039904,6.1819853138112,5.24902513670772,0.0219590702107714,0.17934242577434
"66960","Fam188a","XP_006497586.1",66960,-0.27985796600118,4.58266224371449,5.24863864045995,0.0219639483551992,0.17934242577434
"11607","Agtr1a","NP_796296.1",11607,-0.516128082159681,5.3742341330574,5.24786525358186,0.0219737129921569,0.17934242577434
