"","gene_id","prot_id","entrez_id","logFC","logCPM","LR","PValue","FDR"
"17256","Mea1","XP_006523811.1",17256,0.00723272034252494,6.06325446591362,0.00265452052651227,0.958909540405038,0.990243887840224
"66212","Sec61b","NP_077133.1",66212,-0.00913409046330524,4.98294364400089,0.00265093736308586,0.958937257916537,0.990243887840224
"195522","Zfp691","NP_001139408.1",195522,-0.00860001397189108,3.39332975688829,0.00263353413731693,0.959072148264037,0.990308514974687
"67480","Cwc25","NP_080462.2",67480,-0.00529911533660667,4.1086658119118,0.0026173386269015,0.959198079761326,0.990363882428279
"23797","Akt3","XP_006496881.1",23797,0.0147735366810269,3.29053025376418,0.00258177461874709,0.95947599296731,0.990477727791554
"76223","Agbl3","NP_001276585.1",76223,0.00971589739935813,1.0082681913085,0.00254347127243193,0.959777467755368,0.990477727791554
"68032","Emc4","NP_080795.1",68032,-0.0068564460963257,5.98416841796823,0.00254236366416905,0.959786219163442,0.990477727791554
"56753","Tacstd2","NP_064431.2",56753,-0.0171267929998073,6.68881029206463,0.00254178833438345,0.959790765699662,0.990477727791554
"67154","Mtdh","NP_080278.3",67154,0.00584692809967533,6.47152604809638,0.00254158308148433,0.959792387832897,0.990477727791554
"17295","Met","XP_011239345.1",17295,-0.00930921971974562,7.37424897059535,0.00253585772251341,0.959837662383032,0.990477727791554
"242484","D630039A03Rik","NP_848842.1",242484,0.0111104704943217,2.25366115821058,0.00253545551862544,0.959840844825046,0.990477727791554
"271842","Rpusd2","NP_775626.1",271842,0.00706612118957375,2.82403979530215,0.00252065485318553,0.959958131733329,0.990477727791554
"140475","Bsnd","NP_536706.2",140475,-0.0114783615195623,4.8375250118836,0.00250996004064774,0.96004309706513,0.990477727791554
"66213","Med7","XP_006533994.1",66213,0.00671744818131925,4.58433773972748,0.00250434254119725,0.960087798192973,0.990477727791554
"69226","Snx24","XP_006526284.1",69226,-0.00615215076162995,4.43766948808721,0.00250232702443753,0.960103848872713,0.990477727791554
"66183","Sptssb","NP_001273888.1",66183,0.0160571078670792,3.92014402107578,0.00247034212864605,0.960359435172255,0.990552044576769
"72306","Zfp777","XP_006506738.1",72306,0.00559026527462432,4.17760307664899,0.00246916096922334,0.960368905296021,0.990552044576769
"233833","Tnrc6a","XP_011240059.1",233833,0.0114051169471509,4.74795477726102,0.00246139789850019,0.960431203473024,0.990552044576769
"56496","Tspan6","XP_017174067.1",56496,0.00939459550479075,5.00762807840523,0.00244826073868865,0.960536853163259,0.990552044576769
"330409","Cecr2","XP_006506383.1",330409,-0.0102294378507114,5.47697792787151,0.00244817947223908,0.960537507595215,0.990552044576769
"19383","Raly","XP_006499078.1",19383,-0.00651908333801856,6.40599649585821,0.00242320101749272,0.960739175660367,0.990605176168446
"17311","Kitl","XP_017169312.1",17311,-0.0176626353640851,2.29835016686402,0.00242164006354528,0.960751812817036,0.990605176168446
"108151","Sema3d","NP_083158.3",108151,-0.0108707953440662,5.09201483838,0.00241074641027694,0.960840119462699,0.990605176168446
"227671","Gbgt1","XP_017172758.1",227671,-0.00663201608172502,5.31603464310275,0.00239750070544176,0.960947762293583,0.990605176168446
"213043","Aox2","NP_001008419.1",213043,-0.00756874206446425,5.5786127260185,0.00239405394684411,0.960975821636709,0.990605176168446
"22592","Ercc5","XP_017175360.1",22592,-0.00434923083391666,5.27437678273014,0.00236441450380198,0.961217950727083,0.990605176168446
"18552","Pcsk5","NP_001177412.1",18552,0.00825855984590434,5.17287963738306,0.00236416147814822,0.961220024260481,0.990605176168446
"233824","Cog7","XP_006507763.2",233824,-0.00515621658020036,5.97128156493965,0.00235237093546914,0.961316770856919,0.990605176168446
"76479","Smndc1","NP_766017.1",76479,0.00500197522537933,4.76953140054322,0.0023459352639712,0.961369680917986,0.990605176168446
"76375","Det1","XP_011249211.1",76375,-0.00799630409643023,1.81529795229705,0.00234522977780216,0.961375485405427,0.990605176168446
"81702","Ankrd17","NP_932127.2",81702,-0.00774285880310811,7.42203466268085,0.00234242173635124,0.961398597642472,0.990605176168446
"70381","Tecpr1","XP_006504927.1",70381,0.00673370012091861,4.76055958086278,0.00233533772311034,0.961456966034401,0.990605176168446
"67068","Dynlrb1","NP_080223.2",67068,-0.00864693804461056,6.73152388055235,0.00231309543197256,0.961640809347219,0.990720063548932
"79264","Krit1","NP_001164023.1",79264,-0.005834391113955,4.8817275514511,0.00228812571749515,0.961848254893987,0.990819352704368
"69354","Slc38a4","NP_081328.2",69354,-0.0119737012047425,3.35900683217228,0.00228409214332714,0.96188187160903,0.990819352704368
"74551","Pck2","XP_006519695.1",74551,0.0215749751206291,3.86660731917388,0.00225848707050602,0.962095967507541,0.990865654178122
"72058","Igsf5","XP_011244453.1",72058,-0.0100057427959111,6.8875169565993,0.00225741707556892,0.962104940640932,0.990865654178122
"211329","Ncoa7","XP_011241456.1",211329,-0.00669567119896025,6.71287481318138,0.0022471213823394,0.962191390983377,0.990865654178122
"16447","Ivl","XP_006501109.1",16447,-0.0245659965158562,-0.41350621402119,0.0022441700512843,0.962216209153697,0.990865654178122
"109624","Cald1","XP_017176806.1",109624,0.0137485091227498,4.86663795808679,0.00221855610131882,0.962432291236926,0.99101365767844
"237716","Gpr75","XP_006514759.1",237716,0.0294055836238051,-1.32308909181791,0.00220879810692765,0.962514939373002,0.991024252717835
"15404","Hoxa7","NP_034585.1",15404,0.0106011409145404,3.24118245334911,0.0021756586956343,0.962796997764283,0.991234536855878
"241494","Zfp385b","NP_848838.2",241494,0.0141971073670121,2.24540950484808,0.00216783250392183,0.962863922191194,0.991234536855878
"75416","Nop14","NP_083554.2",75416,0.00560634149857634,4.34572845028441,0.00214813212943454,0.963032924695315,0.991333845520608
"14151","Fech","XP_017173318.1",14151,0.00457231196697336,5.9478842485104,0.00209415267249113,0.963500016089869,0.991333845520608
"66510","Rnf181","XP_006506541.1",66510,0.00760141691328017,6.85115978896846,0.00209283097846935,0.963511528089477,0.991333845520608
"110052","Dek","NP_080176.2",110052,0.00526109508087035,6.6248650779524,0.00208983251108208,0.963537658355526,0.991333845520608
"70086","Cysltr2","XP_011243480.1",70086,-0.018618221492242,-1.57902601860234,0.00208774910434073,0.963555825350476,0.991333845520608
"223664","Lrrc14","XP_006520848.1",223664,-0.00772287950955782,2.71670240328403,0.00208258296611774,0.963600912529323,0.991333845520608
"69993","Chn2","NP_001157112.1",69993,0.00767518785429062,3.95846654685753,0.00207747988846307,0.963645504401174,0.991333845520608
"104570","Smek2","XP_006514510.1",104570,0.00688651357563288,3.818677313459,0.0020696315556421,0.963714192192233,0.991333845520608
"17749","Polr2k","NP_001034457.1",17749,0.00665399732962426,4.89536172857902,0.00206660248332469,0.963740737214669,0.991333845520608
"53868","Rab25","NP_058595.2",53868,0.0110960093197808,5.25149962990338,0.00205604163488715,0.963833439127738,0.991333845520608
"102638085","LOC102638085","XP_006535898.1",102638085,-0.00799117619270523,5.35694130367343,0.00205016975431249,0.963885085034998,0.991333845520608
"73916","Ift57","NP_082956.2",73916,0.00696022739558164,4.65689641144771,0.00203718813378373,0.963999528081324,0.991333845520608
"12799","Cnp","XP_006532183.1",12799,0.0128295490868627,3.1057175531716,0.00203601845162638,0.964009857656766,0.991333845520608
"69745","Pold4","NP_081472.1",69745,0.0101020896731019,4.54187104469321,0.00201922740932758,0.964158469959548,0.991333845520608
"240354","Malt1","XP_006526000.1",240354,0.00698948394664381,3.96250719684966,0.00200431470562279,0.964290977646561,0.991333845520608
"227631","Sohlh1","NP_001001714.1",227631,0.0141815046173675,-2.15405997771888,0.0019860991391738,0.964453505071471,0.991333845520608
"30934","Tor1b","XP_017174461.1",30934,0.0050835222658643,5.2368798657577,0.0019856662437121,0.964457376623278,0.991333845520608
"209003","Rbmx2","NP_775552.1",209003,0.00727148210434832,2.32367225770195,0.00198343561567071,0.964477332700523,0.991333845520608
"67472","Mtfr1","XP_011248010.1",67472,-0.00558309442967185,5.25353730262285,0.00197686073705938,0.96453621965933,0.991333845520608
"208638","Slc25a38","NP_659042.1",208638,0.00793170888190983,3.39708616844718,0.00196480905898966,0.964644414116614,0.991333845520608
"216881","Wscd1","XP_006532992.1",216881,-0.00894965837835458,3.00177413843213,0.00195821685291975,0.964703736619544,0.991333845520608
"56515","Rnf138","XP_006526182.1",56515,0.00533460241468157,4.97382492412189,0.00194397286220749,0.964832259249795,0.991333845520608
"72895","Setd5","XP_017177258.1",72895,-0.00479330511082497,4.12849872550882,0.00194347618922563,0.964836749196343,0.991333845520608
"544817","Arhgap27","NP_001192165.1",544817,-0.00696368467054815,3.39848373137766,0.00193158077765077,0.964944456529832,0.991333845520608
"58193","Extl2","XP_011238479.1",58193,0.0112648602801225,3.39584582680181,0.00192786309001747,0.964978186550915,0.991333845520608
"12750","Clk4","NP_031740.1",12750,0.00807219770286123,5.64650525003746,0.00189963397851756,0.965235375456845,0.991333845520608
"65246","Xpo7","NP_075532.1",65246,-0.0240040903654068,-0.83460808412122,0.00186637446435611,0.965540864522623,0.991333845520608
"223601","Fam49b","NP_659095.1",223601,0.00887647052721981,4.54615598866361,0.00186523655035842,0.965551364326107,0.991333845520608
"20021","Polr2c","NP_033116.2",20021,0.00595576239437927,5.68997233784787,0.001858155254709,0.965616777369536,0.991333845520608
"100271882","Gm14139","NP_001139335.1",100271882,-0.00628554492611554,2.4375465716902,0.00185666762677172,0.965630535106769,0.991333845520608
"544971","Bdp1","XP_017171035.1",544971,0.0129456516811832,4.69412819759375,0.00184803925404964,0.965710440316588,0.991333845520608
"320581","Idi2","NP_796171.1",320581,-0.0174365756659778,0.71806078672695,0.0018432822422767,0.965754573744808,0.991333845520608
"73747","1110034G24Rik","XP_011238103.1",73747,0.00779411460125426,2.00997336496713,0.00183912054716728,0.965793230904018,0.991333845520608
"66202","1110059G10Rik","NP_079695.2",66202,0.00683270963507989,2.92666246000129,0.00183784479141735,0.965805089918931,0.991333845520608
"72361","Ces2g","XP_006531454.1",72361,-0.0112006906475147,8.97894865812872,0.0018341766432286,0.965839210836514,0.991333845520608
"26876","Adh4","NP_036126.2",26876,-0.018272860110432,2.19478835831812,0.00182636783492285,0.965911961974333,0.991333845520608
"74229","Paqr8","NP_083105.3",74229,0.0255202577080977,1.17446668786637,0.00182414271474585,0.965932720925278,0.991333845520608
"67125","Tspan31","NP_080258.1",67125,-0.0065831552068956,5.88636964179658,0.00181980347774413,0.965973239755405,0.991333845520608
"19069","Nup88","NP_765982.2",19069,0.00376722263560764,4.97806015648201,0.00181052993227127,0.966059996612277,0.991333845520608
"66865","Pmpca","NP_775272.1",66865,-0.00568850215184847,6.93573205311755,0.00180816632258995,0.966082144478243,0.991333845520608
"246707","Emilin2","XP_011244763.1",246707,-0.0200193725352894,-1.77474614560266,0.00179732761193208,0.966183893286569,0.991333845520608
"52585","Dhrs1","NP_081095.2",52585,0.00657105805915589,4.99807453283313,0.00179241440589806,0.966230117419291,0.991333845520608
"20668","Sox13","NP_035569.2",20668,-0.00563756163134842,4.89324892897258,0.00179166504300809,0.966237173106144,0.991333845520608
"11512","Adcy6","XP_006520370.1",11512,0.00618912370285678,6.61356866452803,0.00178125438912247,0.966335348803953,0.991333845520608
"70425","Csnk1g3","XP_006526293.1",70425,0.0065511236340094,4.29984926400707,0.0017723145673898,0.966419883708936,0.991333845520608
"74337","Palm3","XP_017168479.1",74337,0.0103863265469383,3.98181856958379,0.0017714452437616,0.966428115411177,0.991333845520608
"78896","1500015O10Rik","NP_077245.2",78896,0.00866895985572107,5.10873873611981,0.00176916077029432,0.966449756942466,0.991333845520608
"105727","Slc38a1","NP_001159930.1",105727,-0.0104378994750159,4.50504834797202,0.00176483213406442,0.966490801889568,0.991333845520608
"66125","Sf3b5","NP_780311.2",66125,0.0105112666742735,4.51161420996924,0.00176311788906958,0.966507070621837,0.991333845520608
"218975","Mapk1ip1l","XP_011243316.1",218975,0.00481393800408238,6.33495556851738,0.00174007791943964,0.966726501002219,0.99147320809401
"99470","Magi3","NP_001152826.1",99470,0.00665393535225513,5.45109438344077,0.00173016415629945,0.966821366301988,0.99147320809401
"16969","Zbtb7a","XP_006513342.2",16969,-0.00769568245939565,4.70481416609641,0.0017261226940235,0.966860117355695,0.99147320809401
"229487","Gatb","XP_006501393.1",229487,-0.0061977480391242,5.22803321013718,0.00171402656708608,0.966976371894809,0.99151818443298
"69893","Coa7","NP_081526.1",69893,0.00596121981631125,2.67007576907522,0.00170087868940882,0.967103201729402,0.991573996922135
"66768","Pacrgl","XP_017176560.1",66768,0.00644840849489037,2.63949926081665,0.00168909521995175,0.96721728781023,0.991575041120055
"60409","Trappc4","XP_017168987.1",60409,-0.00675708314417933,4.98028935997834,0.00167536430759441,0.967350732844715,0.991575041120055
"69612","Kansl2","NP_001276369.1",69612,0.00444233101573991,5.5595041151974,0.00167066578064023,0.967396521583552,0.991575041120055
"271036","Catsperb","XP_006515992.1",271036,-0.0150574976698811,-2.17767664273976,0.00166574597955815,0.967444535889728,0.991575041120055
"52683","Ncaph2","NP_001258530.1",52683,-0.0050611835663172,6.29411399399303,0.00165394378171868,0.967560008626976,0.991575041120055
"69717","Gm10499","XP_017173250.1",69717,0.00912570587517797,6.96261725079317,0.00165070114312016,0.967591806821766,0.991575041120055
"380959","Alg10b","NP_001028613.1",380959,0.00898041290944487,3.18277567430623,0.00162307154218411,0.967864029210926,0.991575041120055
"94065","Mrpl34","NP_444392.1",94065,-0.0103088012976903,4.63930063824293,0.00161558033871501,0.967938235921565,0.991575041120055
"18797","Plcb3","XP_006526829.1",18797,0.00997739287998912,2.38755126051285,0.0016109409726397,0.96798427919948,0.991575041120055
"16573","Kif5b","NP_032474.2",16573,0.00540710242347625,7.47718406583214,0.00160987570667714,0.967994860777081,0.991575041120055
"245596","Hdx","NP_001277388.1",245596,0.0301092176659726,-2.39458953244226,0.00159735688636431,0.968119477362847,0.991575041120055
"26394","Lypla2","XP_006538941.1",26394,0.00760526593229592,5.69752144358483,0.00158606151815377,0.968232335699181,0.991575041120055
"13010","Cst3","NP_034106.2",13010,-0.00868885389691491,7.84856828053459,0.00158496362480776,0.968243326797447,0.991575041120055
"110954","Rpl10","NP_443067.1",110954,0.00870329717440138,7.84579563056124,0.00158280276411205,0.968264970489689,0.991575041120055
"263406","Plekhg3","XP_006515936.1",263406,-0.0077273328349557,5.82633382940458,0.00158134838144974,0.968279546263159,0.991575041120055
"320816","Ankrd16","NP_796242.2",320816,0.00534268450491499,3.87966500089365,0.00156994805788457,0.968394033263216,0.991575041120055
"66822","Fbxo25","XP_006508918.1",66822,-0.00572115755663434,3.64399562495631,0.00156889662081028,0.968404613189641,0.991575041120055
"381287","A530032D15Rik","NP_998780.2",381287,0.031549173569313,-2.31032823646687,0.0015542327798741,0.96855253762625,0.991575041120055
"76895","Bicd2","NP_001034268.1",76895,0.00922362707575771,4.48950651455521,0.0015327622547332,0.968770392473622,0.991575041120055
"53614","Reck","NP_057887.2",53614,0.00608283603727381,3.00579940465902,0.00153093061624077,0.968789048089699,0.991575041120055
"15118","Has3","NP_032243.2",15118,0.0332744047788945,-2.2878595925484,0.0015199328893658,0.968901298016758,0.991575041120055
"68616","Gdpd3","NP_077190.2",68616,-0.0105488442622375,4.32261469132556,0.00151400089070108,0.968962012717966,0.991575041120055
"338366","Mia3","NP_796363.2",338366,0.00516096200156131,6.70879076346688,0.00150931588301262,0.969010048561644,0.991575041120055
"231386","Ythdc1","XP_006534926.1",231386,0.00753015563119896,6.99968196346433,0.00150906026581765,0.969012671576393,0.991575041120055
"20849","Stat4","XP_006495878.1",20849,0.02517617376067,-1.40300476659014,0.00150759638847831,0.969027697434854,0.991575041120055
"81909","Zfpl1","XP_006531924.1",81909,-0.00555116410668245,4.08165220967897,0.00150716127375006,0.969032165045548,0.991575041120055
"54402","Stk19","NP_062315.1",54402,0.00735108161940433,2.62773947598641,0.00150455004088457,0.969058989879668,0.991575041120055
"20979","Syt1","XP_017169356.1",20979,-0.0276600306937544,-0.00423530207070342,0.00149051427028724,0.969203578547857,0.99164890271862
"15000","H2-DMb2","NP_034518.1",15000,0.0100272666194616,4.60871809921548,0.00147374159013225,0.969377258457786,0.991743416270519
"56196","Tdp2","NP_062424.1",56196,-0.00411530481752438,6.09183166216385,0.00146026278058287,0.969517549135665,0.991743416270519
"319266","A130010J15Rik","NP_001153832.1",319266,0.0065803887063347,2.48351920987498,0.00145625469166788,0.969559391244565,0.991743416270519
"59092","Pcbp4","XP_006511842.1",59092,0.00696553551625513,5.04217250846779,0.00145374717945401,0.969585597536672,0.991743416270519
"56085","Ubqln1","NP_689420.1",56085,-0.00414356719019918,7.57675489979087,0.00144089313468854,0.969720293431104,0.991807119620073
"69666","Psmg4","NP_001094900.1",69666,0.00898518465459152,2.85170973890214,0.00142928131327835,0.969842490426832,0.991858030830786
"22599","Slc6a20b","NP_035861.2",22599,0.00848780628792869,7.16887305355606,0.00141705166446826,0.969971727812382,0.991916134108742
"234673","Ces2e","NP_766347.1",234673,0.00822336173136677,8.1757373084698,0.00139982115688042,0.970154763472702,0.992029239997172
"17128","Smad4","XP_006525764.1",17128,-0.00399521892764567,5.01591219342715,0.00138657220210092,0.970296272507243,0.992099869224277
"75530","Lyrm7","NP_083603.2",75530,0.00640339923210951,4.08739883929675,0.00137529412214121,0.970417265423882,0.992149512335435
"233890","Zfp768","NP_666314.1",233890,-0.00464751724307479,4.81361253871727,0.00135966227355766,0.97058579069362,0.99222976171932
"69742","Tm2d2","NP_081470.2",69742,-0.0051503594306883,5.34007376380851,0.00134715662358786,0.970721312444265,0.99222976171932
"69906","Slc25a32","XP_006521448.1",69906,-0.00397540845138414,4.76876996531085,0.00132566935959488,0.970955645822906,0.99222976171932
"50758","Fbxl17","NP_056609.1",50758,0.0047119825416518,6.80958407932315,0.00132523621383029,0.970960389052966,0.99222976171932
"100042480","Nhsl2","XP_011245801.1",100042480,0.0156863265156837,-1.67976147062919,0.00131970687345984,0.971021007288244,0.99222976171932
"72542","Pgam5","NP_082549.2",72542,0.0043172244506289,4.67988928767846,0.00131870169420978,0.971032040732382,0.99222976171932
"77040","Atg16l1","XP_006530013.1",77040,0.00416610541672934,4.52510666464154,0.001315688513575,0.971065140445173,0.99222976171932
"79044","Mrps34","NP_075749.1",79044,0.00779339025361396,5.27839145823502,0.00130184370138409,0.971217715466687,0.99222976171932
"217207","Dhx8","NP_659080.2",217207,-0.00368658610315167,5.34319380747732,0.00128814796693533,0.97136944898266,0.99222976171932
"217707","Coq6","XP_006515762.1",217707,-0.00637069942094621,6.27354524728689,0.0012844703666417,0.971410330094756,0.99222976171932
"20111","Rps6ka1","NP_001272434.1",20111,0.0138101757864361,2.83091632312885,0.00128324103941679,0.971424008664367,0.99222976171932
"207304","Hectd1","NP_659037.2",207304,-0.00649101818211044,7.30450752004079,0.00127933767749511,0.971467484423601,0.99222976171932
"76438","Rftn1","XP_006525144.1",76438,-0.00599280320046055,2.53033791592121,0.0012764448437963,0.971499747751559,0.99222976171932
"12042","Bcl10","NP_033870.1",12042,-0.00386809345472494,5.50053917171688,0.00126905535437061,0.971582328157187,0.99222976171932
"99889","Arfip1","XP_006502547.1",99889,0.00436550439273161,5.56760165155053,0.0012690438201659,0.97158245724429,0.99222976171932
"79059","Nme3","NP_062704.2",79059,0.00703045969198096,4.90805699806108,0.00124599289402028,0.971841620111363,0.992339072176006
"246133","Kcne2","NP_598871.1",246133,0.0158367924383602,-2.07117107135353,0.00124209558040889,0.971885674329787,0.992339072176006
"20588","Smarcc1","NP_033237.2",20588,-0.00972021015757325,4.21438388437182,0.00122416693135818,0.972089232284805,0.992339072176006
"21848","Trim24","XP_006505958.1",21848,0.00583511778762379,5.42579506415153,0.00122278635705442,0.972104968719821,0.992339072176006
"219103","Cenpj","XP_006518910.1",219103,0.0100584026532543,0.560899953725961,0.00121702890739073,0.972170690927628,0.992339072176006
"18197","Nsg2","XP_006514644.1",18197,-0.0199488430281286,1.92594049900092,0.00121347690270568,0.972211315283596,0.992339072176006
"100038489","Apela","NP_001284483.1",100038489,-0.00737931957840953,5.22066979930055,0.00120781019064253,0.972276249032258,0.992339072176006
"210710","Gab3","NP_853615.1",210710,0.0282518026311654,-1.99704248378866,0.00120494666732895,0.972309119593723,0.992339072176006
"328232","Gfod1","XP_006516995.1",328232,0.0112138154911855,3.93526752897732,0.00120212177630208,0.972341585032272,0.992339072176006
"27405","Abcg3","XP_017176393.1",27405,0.00958644737291881,4.4234516073595,0.00118350394931355,0.972556515108227,0.992484466948981
"66421","2410004B18Rik","XP_006501948.2",66421,-0.00530658159749964,3.64505067680488,0.00116547885228613,0.972766221137905,0.992569684276063
"114679","Selm","NP_444497.1",114679,0.0103207709415976,3.59971376116799,0.00115645411079868,0.972871825951829,0.992569684276063
"76499","Clasp2","XP_017169176.1",76499,0.0103142729136002,4.73702288966794,0.00114990149609895,0.972948761417982,0.992569684276063
"12915","Atf6b","NP_059102.2",12915,0.004047767785261,4.94471110503695,0.00114786013208246,0.972972774261958,0.992569684276063
"66566","Ntpcr","XP_006531348.1",66566,0.00671768614283411,3.22591972580923,0.00114534590326798,0.973002378876345,0.992569684276063
"66387","Nudt8","NP_079805.1",66387,0.00944350963658836,4.51187151261521,0.00113474299185157,0.973127585678709,0.992617091836336
"620419","Zfp963","NP_001186952.1",620419,-0.00604248817511243,1.12250722367879,0.00112914905520256,0.973193878924517,0.992617091836336
"224405","Cyyr1","XP_006523068.1",224405,0.0126032242311797,1.00123626538989,0.00112305581225769,0.973266276742855,0.992617091836336
"231580","Gak","NP_001268981.1",231580,-0.00303678803834961,6.74717770846055,0.00110836429409211,0.973441649104637,0.992691512758061
"105859","Csdc2","NP_663448.2",105859,0.0138553222488501,-0.183153032975691,0.00110481362712989,0.973484207641174,0.992691512758061
"52551","Sgta","XP_006513939.1",52551,0.0046666070210113,6.13975003460073,0.00108801596707053,0.973686479988454,0.992773073642262
"223593","E430025E21Rik","XP_006520822.1",223593,0.0039705572467474,5.91278209674015,0.00108307833662025,0.973746234246716,0.992773073642262
"52837","Tmx4","NP_083424.1",52837,-0.00873833191430515,3.80070507292962,0.00108015720081767,0.973781649482342,0.992773073642262
"18701","Pigf","XP_006523894.1",18701,-0.00454667270163178,3.98194608893618,0.00106623625502067,0.973951086532496,0.99279207293926
"12554","Cdh13","XP_017168039.1",12554,0.0136872013671326,1.66211538097438,0.00105847226333822,0.974046066164739,0.99279207293926
"381983","Lmtk3","XP_006541024.1",381983,0.0157561822345336,0.746387609643617,0.00105080316379258,0.974140227909806,0.99279207293926
"217463","Snx13","XP_006515125.2",217463,0.00543438314574713,6.35410283679363,0.00104488549272475,0.97421312083861,0.99279207293926
"234384","Mpv17l2","NP_898993.1",234384,0.00788909372077193,5.84707742449803,0.00104166768154101,0.974252844061446,0.99279207293926
"192176","Flna","XP_011245851.1",192176,0.0039073096565132,7.32188544188551,0.00104047225487136,0.974267617003679,0.99279207293926
"67830","Rer1","XP_006539195.1",67830,0.00416944761145359,6.74274355592017,0.00103723223958951,0.974307699501796,0.99279207293926
"67703","Kirrel3","XP_006510620.1",67703,0.017516259527328,-0.968107612598212,0.00101186919721385,0.974623658353581,0.992976342583632
"69816","Mzb1","XP_017173467.1",69816,-0.0139484153549654,-0.800743502714686,0.0010110809780457,0.974633540694493,0.992976342583632
"109685","Hyal3","NP_821139.2",109685,-0.0112226181153954,-0.63778196068003,0.000999540880414429,0.974778669237726,0.993050331291274
"629219","Sult2a6","NP_001074794.1",629219,0.008773678980674,6.88933505788727,0.000990011477128405,0.97489914462123,0.993099195591845
"19650","Rbl1","NP_035379.2",19650,-0.00649858627861215,4.84024434291924,0.000975803407911258,0.975079852971165,0.993154768809719
"67991","Nacc2","XP_006498323.1",67991,0.0086341262559332,2.99282978851527,0.000974325315134195,0.975098727817194,0.993154768809719
"18483","Palm","NP_075617.3",18483,-0.00639052745428889,5.73848087793052,0.000967298640354386,0.975188653192373,0.993172501050174
"216516","Ccdc157","XP_011241979.1",216516,-0.00549644377087398,1.64718828073692,0.000961493788246059,0.975263188929876,0.993174558374867
"78895","Pus7l","NP_766025.1",78895,-0.00405284458139911,3.54021856433795,0.000943819185401651,0.975491532808188,0.993320287562153
"68970","Dcaf12","NP_081169.2",68970,0.00303126369183293,5.07528091878646,0.000935878486345132,0.975594817672381,0.993320287562153
"20198","S100a4","NP_035441.1",20198,0.00724680801357822,3.03173890637916,0.000933651034571881,0.97562386888771,0.993320287562153
"225055","Fbxo11","XP_006524266.3",225055,0.00425305784918783,5.81380737719442,0.000883452920575678,0.976288019770432,0.993860512777269
"106639","Vmac","XP_006538681.1",106639,0.00538886858559442,2.57554177332731,0.000879631689542748,0.976339341420737,0.993860512777269
"84113","Ptov1","XP_006541386.1",84113,-0.00544397524393468,5.90426532504384,0.000877191956888623,0.976372167013592,0.993860512777269
"29815","Bcar3","NP_038895.1",29815,-0.00517468438363259,4.79006345056166,0.000865090065566676,0.976535672578839,0.993909304239269
"433586","Maml3","XP_006501708.1",433586,0.00923811541580637,0.371527620050107,0.000862910717756904,0.976565238547594,0.993909304239269
"20823","Ssb","NP_033304.1",20823,0.00313165312831047,6.73893712509875,0.000855572416060824,0.976665068852576,0.993934518846481
"320204","Mettl20","XP_017177126.1",320204,0.00390196051631955,3.597230941548,0.000850439245475343,0.976735155458147,0.993934518846481
"319876","Cobll1","NP_081501.1",319876,0.00867349981995938,6.33122090554013,0.000830533825379121,0.977008960310787,0.993974437421844
"19079","Prkab1","XP_006530264.1",19079,0.0036008374526595,6.34053817461657,0.000830059568045272,0.977015523685115,0.993974437421844
"665563","Mthfd2l","NP_081064.1",665563,0.00992559183680465,-0.523360941118758,0.000827769931916578,0.977047237005011,0.993974437421844
"67207","Lsm1","XP_011240458.1",67207,-0.00415995074974187,3.94856302644496,0.000821425035582024,0.977135349061776,0.993974437421844
"66594","Uqcr11","NP_079926.1",66594,0.00773676744524643,7.18125280212011,0.0008162240068188,0.977207830473543,0.993974437421844
"108660","Rnf187","NP_071868.2",108660,0.00408744129877837,7.02996573560118,0.00080887964874421,0.977310576027686,0.993974437421844
"233987","Zfp958","NP_663566.1",233987,0.00639805425905606,0.214537820577977,0.000802271724381853,0.977403418765568,0.993974437421844
"16800","Arhgef2","XP_011238329.1",16800,0.00569583262542725,4.38402694626656,0.000798276266827713,0.977459741508356,0.993974437421844
"319953","Ttll1","NP_849200.2",319953,-0.0060040995292056,2.25556788151502,0.000795058501097401,0.977505203996066,0.993974437421844
"71726","Smug1","XP_011244033.1",71726,-0.00542528734262896,1.22378597496567,0.000793920272712967,0.977521307594566,0.993974437421844
"65247","Asb1","XP_006529853.1",65247,0.0069022190572767,2.43691903809106,0.00078863670677265,0.977596210954497,0.993974437421844
"77032","Tstd3","NP_084116.1",77032,0.00479198531038402,3.40681375708231,0.000785185579552206,0.977645272087446,0.993974437421844
"68567","Cgref1","NP_081046.1",68567,-0.00519049899610983,7.11943261535079,0.000758180009995613,0.978032969641541,0.994085159799572
"233065","Alkbh6","NP_932144.2",233065,-0.00599411553907814,2.64673226642597,0.000758036990248456,0.978035041097804,0.994085159799572
"56459","Sae1","NP_001272821.1",56459,-0.00366881422325899,5.50351900811202,0.000756389695261817,0.978058914150188,0.994085159799572
"20408","Sh3gl3","NP_059096.3",20408,-0.0115990201492558,2.67741020452573,0.000748694361021762,0.978170783259754,0.994085159799572
"68349","Ndufs3","NP_080964.1",68349,-0.00495053588339555,7.4188457571045,0.000745634616947655,0.978215423347525,0.994085159799572
"77721","Mrps5","NP_084239.1",77721,-0.00365752800827216,5.65429548713054,0.000744225828711365,0.978236007655645,0.994085159799572
"67074","Mon2","XP_006514033.1",67074,-0.00359436390787171,6.22125534124249,0.00073898953988305,0.978312688376672,0.994085159799572
